City,County,State,Population Count,Status,Submission Method,Contact Value,Notes,Method,Date Submitted,Status,Notes,
Montgomery County,Montgomery County,Virginia,99721,,portal_url,harrisjt@montgomerycountyva.gov,County FOIA portal (GovQA root).,Manual,2/6/2026,Fulfilled,Email,
Kennewick,Benton,Washington,83921,,portal_url,https://kennewick.justfoia.com/publicportal,City of Kennewick JustFOIA public records portal.,Manual,2/6/2026,Fee Qoute,$0.39 ,
Richland,Benton,Washington,60560,,portal_url,https://richlandwa.govqa.us/WEBAPP/_rs/SupportHome.aspx,City of Richland GovQA Public Records Request Portal.,Manual,2/6/2026,Fulfilled,P020933-020626,
Benton County,Benton,Washington,206873,,portal_url,https://bcsobccd.nextrequest.com/requests/new,Benton County NextRequest portal.,Manual,2/6/2026,Sent,Request 26-193,
Wenatchee,Chelan,Washington,35508,,pdf_form,https://www.wenatcheewa.gov/home/showpublisheddocument/25989/637532334760600000,Send completed form by email to cityclerk@wenatcheewa.gov (City Clerk).,PDF Form,2/6/2026,Fulfilled,PDF + Email,
Camas,Clark,Washington,26065,,portal_url,https://cityofcamas.justfoia.com/publicportal,City of Camas JustFOIA public records portal.,Manual,2/6/2026,Fulfilled,PRR-2026-30. and your security key is EF4E231F.,
Vancouver,Clark,Washington,190915,,portal_url,https://vancouverwa.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,City of Vancouver GovQA Public Records Request Portal.,Manual,2/6/2026,Sent,C000130-020626,
Clark County,Clark,Washington,503311,,portal_url,https://clarkcountywa.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,Clark County Public Records Center.,Manual,2/6/2026,Sent,P054352-020626,
Longview,Cowlitz,Washington,38281,,portal,https://longviewwa.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,City portal,Manual,2/6/2026,Sent,W014519-020626,
Chelan County,Chelan,Washington,79074,,portal_url,https://chelancountywa.govqa.us/WEBAPP/_rs/SupportHome.aspx,Chelan County GovQA Public Records Center.,Manual,2/6/2026,Sent,R006081-020626,
Clallam County,Clallam,Washington,77155,,portal_url,https://clallamcountywa.nextrequest.com/requests/new,Clallam County NextRequest portal.,Manual,2/6/2026,Fulfilled,Request 26-230,
Pasco,Franklin,Washington,81724,,portal,https://pascowa.govqa.us/WEBAPP/_rs/(S(2ycvrokd1eoh444segggfkej))/supporthome.aspx,Use the CityÃ¢â‚¬â„¢s Public Records page to submit/route requests (records disclosure).,Manual,2/6/2026,Fulfilled,P001171-020626,
Cowlitz County,Cowlitz,Washington,113982,,email,publicrecords@cowlitzwa.gov,Public Records Coordinators page lists this email for county public records.,Manual,2/6/2026,Sent,Email,
Douglas County,Douglas,Washington,45795,,portal,https://douglascountywa.govqa.us/WEBAPP/_rs/(S(nmfgm3bkccawr31enry2cd0p))/SupportHome.aspx?sSessionID=,County Ã¢â‚¬Å“How to Obtain Public RecordsÃ¢â‚¬Â page (links to the request form/process).,Manual,2/6/2026,Fulfilled,C003481-020626,
Franklin County,Franklin,Washington,100278,,portal,https://franklincountywa.mycusthelp.com/WEBAPP/_rs/(S(iteowelqlgjsj21pk0csvq3q))/supporthome.aspx,Public Records page (GovQA request portal link is on this page).,Manual,2/6/2026,Fulfilled,R006953-020626,
Grant County,Grant,Washington,104717,,portal,https://grantcountywa.mycusthelp.com/WEBAPP/_rs/(S(1lxfqnjgydamfqxh4wp12m5k))/SupportHome.aspx,Public Records Request portal (Public Records Center).,Manual,2/6/2026,Sent,P028518-020626,
Grays Harbor County,Grays Harbor,Washington,77893,,email,commish@co.grays-harbor.wa.us,County Commissioners email listed on county site (use for public records routing if no portal works).,Manual,2/6/2026,Sent,Email,
Island County,Island,Washington,86478,,portal,https://islandcountywa.nextrequest.com/,Public Records Request portal (NextRequest).,Manual,2/6/2026,Denied,No Records,
King County,King,Washington,2340211,,portal,https://aca-prod.accela.com/kingco/Default.aspx,King County Executive (GovQA) portal for public records.,Scraped,2/6/2026,Fulfilled,Data Can be downloaded here,
Auburn,King,Washington,87340,,portal,https://auburnwa.govqa.us/WEBAPP/_rs/(S(ki0t51kxpp3rs1k4w4bncni1))/SupportHome.aspx,Public Records Request Center (GovQA).,Manual,2/6/2026,Sent,P048505-020626,
Bellevue,King,Washington,151854,,portal,https://data.bellevuewa.gov/datasets/bellevue-permits/explore?location=47.589609%2C-122.160741%2C12&showTable=true,Public Records Center (GovQA),Scraped,2/6/2026,Fulfilled,C000145-020626,
Burien,King,Washington,52066,,webform,https://www.burienwa.gov/city_hall/laws_regulations/public_record_request/public_records_request_form,City webform,Manual,2/6/2026,Fulfilled,CustomPortal,
Bothell,King,Washington,28956,,portal,https://bothellwa.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,Public Records Request Center,Manual,2/6/2026,Fulfilled,C000067-020626,
Des Moines,King,Washington,32888,,portal,https://desmoines.civicweb.net/Portal/CitizenEngagement.aspx,Public Records Center (GovQA),Manual,2/6/2026,Fulfilled,tracking number is: 0B9514F,
Federal Way,King,Washington,101030,,portal,https://federalway.justfoia.com/publicportal/home/track,JustFOIA portal,Manual,2/6/2026,Fulfilled,"C-2026-53. and your security key is 9AFFC5A1.
",
Issaquah,King,Washington,40051,,portal,PRR@issaquahwa.gov,JustFOIA portal,Manual,2/6/2026,Fulfilled,Email,
Kent,King,Washington,136588,,portal,https://cityofkent.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,Public Records Center (GovQA),Manual,2/6/2026,Sent,W077084-020626,
Kirkland,King,Washington,92175,,portal,https://kirklandwa.mycusthelp.com/webapp/_rs/supporthome.aspx,Public Records Center (GovQA),Manual,2/6/2026,Fulfilled,P055692-020626,
Maple Valley,King,Washington,28013,,pdf_form,https://maplevalleywa.seamlessdocs.com/f/requestfordisclosureofpublicrecords,Email completed form to shaunna.leerice@maplevalleywa.gov,Manual,2/6/2026,Fulfilled,CUstomPortal,
Mercer Island,King,Washington,25748,,portal,https://mercerisland.nextrequest.com/,NextRequest portal,Manual,2/6/2026,Fulfilled,Request 26-104,
Redmond,King,Washington,73256,,portal,https://redmondwa.govqa.us/webapp/_rs/supporthome.aspx,Public Records portal (GovQA),Manual,2/6/2026,Sent,W035861-020626,
Renton,King,Washington,106785,,portal,https://public-rentonwa.mycusthelp.com/WEBAPP/_rs/(S(ujf3zubsu3llrzvrwzwx3asf))/CustomerDetails.aspx?sSessionID=152041675OPQOWTTLTHLYW[ANJZMBHBRGVGXMHOD&new=1&target=YpURA3m6cNU+N1K9kEqQhqz8yC2ZLKNdSdB4wnowVJ5S8CGTBp2GIItHg4/I0pUM8Jvp1AAd4YheCcTrA795fG9P3xL5LmB/wFQjiIoSWN4bOT8v+v/jHaAGQkua6zthIqt9pNmdkycV3s2F1Cfh1lCfHU8AiKAz7jfjm64SVdVkE7mdjPt380U9DcgOdB+kUBN9VnHM88FQIwhrJYVFT90YBOmX1JZEEFBAYhHo+I8=,Public Records Center (GovQA),Manual,2/6/2026,Fulfilled,C000125-020626,
Seattle,King,Washington,737015,,portal,https://city-seattle.mycusthelp.com/webapp/_rs/supporthome.aspx,Public Records Request Center,Manual,2/6/2026,Sent,C255660-020626,
Shoreline,King,Washington,58608,,portal,https://shorelinewa.govqa.us/WEBAPP/_rs/SupportHome.aspx,Public Records Center (GovQA),Manual,2/6/2026,Fulfilled,R000025-020626,
Kitsap County,Kitsap,Washington,281420,,portal,https://kitsapcountywa.govqa.us/WEBAPP/_rs/(S(mm1zphpzvptpzw54cvunnf33))/supporthome.aspx,Kitsap County Public Records Center portal. Alt email: publicrecords@co.kitsap.wa.us,Manual,2/6/2026,Sent,P011138-020626,
Bremerton,Kitsap,Washington,43505,,portal,https://bremertonwa.govqa.us/WEBAPP/_rs/(S(d51egw0hrroijloxknuxje4l))/supporthome.aspx,City Clerk page links to Public Records Request Form (GovQA). Alt: Public.Records@ci.bremerton.wa.us (per city docs),Manual,2/6/2026,Fulfilled,$20.00.,
Lakewood,Pierce,Washington,62000,,Portal,https://cityoflakewoodwa.nextrequest.com/requests/new,Submit via City of Lakewood NextRequest portal,Manual,2/6/2026,Sent,Request 26-172,
Puyallup,Pierce,Washington,42552,,Portal,https://cityofpuyallup.nextrequest.com/requests/new,Official City of Puyallup records portal,Manual,2/6/2026,Sent,Request 26-243,
Tacoma,Pierce,Washington,228202,,Portal,https://tacoma.mycusthelp.com/WEBAPP/_rs/supporthome.aspx,Tacoma Public Records Center,Manual,2/6/2026,Sent,T024869-020626,
University Place,Pierce,Washington,35000,,Portal,https://pir-universityplacewa.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,University Place Public Records Center,Manual,2/6/2026,Sent,R000020-020626,
Pierce County,Pierce,Washington,941170,,Portal,https://piercecountywa.govqa.us/WEBAPP/_rs/supporthome.aspx,Pierce County records portal,Manual,2/6/2026,Sent,P042098-020626,
Mount Vernon,Skagit,Washington,35344,,Portal,https://city-mountvernonwa.govqa.us/WEBAPP/_rs/SupportHome.aspx,Mount Vernon GovQA portal,Manual,2/6/2026,Fulfilled,M001988-020626,
Skagit County,Skagit,Washington,132736,,Portal,https://skagitcountywa-energovweb.tylerhost.net/apps/selfservice#/search,Skagit County NextRequest portal,Scraped,2/6/2026,Fulfilled,Data Can be downloaded here,
Edmonds,Snohomish,Washington,42871,,Portal,https://edmondswa.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,Edmonds Public Records portal,Manual,2/6/2026,Fulfilled,R002782-020626,
Everett,Snohomish,Washington,113011,,Portal,https://everettwa.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,Everett Public Records portal,Manual,2/6/2026,Sent,E000094-020626,
Lake Stevens,Snohomish,Washington,41350,,Portal,https://cityoflakestevenswa.nextrequest.com/requests/new,Lake Stevens NextRequest portal,Manual,2/6/2026,Fee Qoute,$0.25 ,
Lynnwood,Snohomish,Washington,41597,,Portal,https://cityoflynnwoodwa.nextrequest.com/requests/new,Lynnwood NextRequest portal,Manual,2/6/2026,Fulfilled,Request #26-415,
Marysville,Snohomish,Washington,76209,,Portal,https://marysvillewa.govqa.us/WEBAPP/_rs/(S(3e4r3kewtgyhf3tqjepddd2t))/supporthome.aspx,Marysville Public Records Form,Manual,2/6/2026,Fulfilled,P019720-020626,
Snohomish County,Snohomish,Washington,846784,,Portal,https://snohomishcountywa.govqa.us/WEBAPP/_rs/supporthome.aspx,County public records request portal.,Manual,2/6/2026,Fulfilled,K218675-020626,
Spokane,Spokane,Washington,230609,,Portal,https://spokanewa.govqa.us/WEBAPP/_rs/supporthome.aspx,Official GovQA public records portal.,Manual,2/6/2026,Sent,C000201-020626,
Spokane Valley,Spokane,Washington,108267,,Portal,https://spokanevalleywa.gov/691/Public-Records,Official Public Records Center landing page.,Manual,2/6/2026,Fulfilled,P231328-020626,
Stevens County,Stevens,Washington,45766,,Portal,https://stevenscountywa.nextrequest.com/requests/new,NextRequest make request page.,Manual,2/6/2026,Sent,Request 26-140,
Lacey,Thurston,Washington,58644,,Portal,https://laceywa.govqa.us/WEBAPP/_rs/supporthome.aspx,Official GovQA portal link surfaced by the city.,Manual,2/6/2026,Fulfilled,R002613-020626,
Olympia,Thurston,Washington,56271,,Portal,https://public-olympiawa.govqa.us/WEBAPP/_rs/supporthome.aspx,Official GovQA portal (public subdomain).,Manual,2/6/2026,Sent,W051371-020626,
Tumwater,Thurston,Washington,29461,,Portal,https://www.ci.tumwater.wa.us/government/public-records-requests,City page redirects to the GovQA portal.,Manual,2/6/2026,Sent,P012068-020626,
Walla Walla,Walla Walla,Washington,34436,,Portal,https://www.wallawallawa.gov/i-want-to/find-request-a-public-record,City public records page (links to request portal).,Manual,2/6/2026,Fulfilled,Request 26-255,
Walla Walla County,Walla Walla,Washington,62502,,Portal,https://wallawallacountywa.nextrequest.com/,County NextRequest portal.,Manual,2/6/2026,Sent,Request 26-127,
Bellingham,Whatcom,Washington,95860,,Portal,https://bellinghamwa.govqa.us,Submit Records Request link from City site.,Manual,2/6/2026,Sent,B033936-020626,
Whatcom County,Whatcom,Washington,234954,,Portal,https://whatcomcounty.govqa.us/WEBAPP/_rs/supporthome.aspx,Official GovQA portal for records requests.,Manual,2/6/2026,Sent,R000174-020626,
Thurston County,Thurston,Washington,297977,,Portal,https://thurstoncountywa.govqa.us/WEBAPP/_rs/supporthome.aspx,County GovQA portal.,Manual,2/6/2026,Sent,P039869-020626,
Pullman,Whitman,Washington,32987,,portal,https://pullmanwa.govqa.us/WEBAPP/_rs/supporthome.aspx,GovQA Public Records Request portal,Manual,2/6/2026,Fulfilled,P025319-020626,
Yakima,Yakima,Washington,96968,,portal,https://records.yakimawa.gov/,RecordsApp portal,Manual,2/6/2026,Sent,CustomPortal,
Yakima County,Yakima,Washington,256728,,portal,https://yakimacountywa.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,County portal,Manual,2/6/2026,Fulfilled,Y034706-020626,
Fayette County,Fayette,West Virginia,40488,,Email,ami.dangerfield@fayettecountywv.gov,Fayette County Commission contact email,Manual,2/6/2026,Sent,Email,
Huntington,Cabell,West Virginia,46842,,PDF Form,millerb@huntingtonwv.gov,Form lists FOIA email as rileyt@huntingtonwv.gov,Manual,2/10/2026,Denied,Needs a specific address,
Cabell County,Cabell,West Virginia,94350,,Email,cabellcounty@wvsos.com,County Clerk Directory contact email,Manual,2/10/2026,Sent,Email,
Greenbrier County,Greenbrier,West Virginia,32977,,Email,greenbriercounty@wvsos.com,County Clerk Directory email,Manual,2/10/2026,Sent,Email,
Hancock County,Hancock,West Virginia,29095,,Email,kvalenti@hancockwv.org,Hancock County Clerk email,Manual,2/10/2026,Sent,Email,
Harrison County,Harrison,West Virginia,64472,,pdf_form,sthomas@harrisoncountywv.gov,Submit form to CountyAdministrator@harrisoncountywv.gov,Manual,2/10/2026,Sent,Email,
Jackson County,Jackson,West Virginia,27718,,email,county.clerk@jacksoncountywv.com,County Clerk email for public records,Manual,2/10/2026,Sent,Email,
Jefferson County,Jefferson,West Virginia,61264,,portal,https://jeffersoncounty.nextrequest.com/requests/new,Official NextRequest portal,Manual,2/10/2026,Sent,Request #26-81,
Kanawha County,Kanawha,West Virginia,173906,,email,info@kanawha.us,County Clerk contact email,Manual,2/10/2026,Sent,Email,
Charleston,Kanawha,West Virginia,46482,,portal,https://www.charlestonwv.gov/foia,City FOIA request portal,Manual,2/10/2026,Sent,CustomPortal,
Logan County,Logan,West Virginia,32567,,email,logancounty@wvsos.com,Submit WV FOIA/public records request to the County Clerk (John A. Turner). Phone: 304-792-8600.,Manual,2/10/2026,Sent,Email,
Marion County,Marion,West Virginia,56205,,email,jkincaid@marioncountywv.com,Submit WV FOIA/public records request to the County Clerk (Julie Kincaid).,Manual,2/10/2026,Sent,Email,
Berkeley County,Berkeley,West Virginia,122076,,Website Info,onestop.berkeleywv.org,County Clerk Directory email: berkeleycounty@wvsos.com,Manual,2/10/2026,Denied,No Records,
Marshall County,Marshall,West Virginia,30591,,email,choward@Marshallcountywv.gov,Submit WV FOIA/public records request to the County Clerk (Connie Howard).,Manual,2/10/2026,Sent,Email,
Mason County,Mason,West Virginia,25453,,email,masoncounty@wvsos.com,Submit WV FOIA/public records request to the County Clerk (Diana Cromley).,Manual,2/10/2026,Sent,Email,
Mercer County,Mercer,West Virginia,59664,,portal,https://mercercountywv.com/foia/,"Use the countyÃ¢â‚¬â„¢s digital FOIA Request Form on this page (if submission issues, call 304-487-8306).",Manual,2/10/2026,Sent,CustomPortal,
Mineral County,Mineral,West Virginia,26938,,email,countyclerk@mineralwv.org,Submit WV FOIA/public records request to the Mineral County Clerk.,Manual,2/10/2026,Sent,Email,
Monongalia County,Monongalia,West Virginia,105822,,Email,monongaliacounty@wvsos.com,https://sos.wv.gov/elections/Pages/CountyClerkDirectory.aspx,Manual,2/10/2026,Sent,Email,
Ohio County,Ohio,West Virginia,42425,,Email,mkelly2@clerk.state.wv.us,https://sos.wv.gov/elections/Pages/CountyClerkDirectory.aspx,Manual,2/10/2026,Denied,No Records,
Preston County,Preston,West Virginia,34216,,Email,PCClerk@PrestonCountyWV.gov,https://www.prestoncountyclerkwv.com/contact/,Manual,2/10/2026,Sent,Email,
Morgantown,Monongalia,West Virginia,30347,,Email,foia@morgantownwv.gov,https://www.morgantownwv.gov/700/FOIA-Request,Manual,2/10/2026,Sent,Email,
Wheeling,Ohio,West Virginia,27052,,Email,rhwarmuth@wheelingwv.gov,https://www.wheelingwv.gov/departments/Legal/foia,Manual,2/10/2026,Sent,Email,
Putnam County,Putnam,West Virginia,57440,,Email,bwood@putnamwv.org,County Clerk email,Manual,2/10/2026,Sent,Email,
Raleigh County,Raleigh,West Virginia,74591,,Email,countyclerk@raleighcounty.gov,County Clerk email,Manual,2/10/2026,Sent,Email,
Randolph County,Randolph,West Virginia,27932,,Email,randolphcounty@wvsos.com,County Clerk email,Manual,2/10/2026,Sent,Email,
Wayne County,Wayne,West Virginia,38982,,Email,waynecounty@wvsos.com,County Clerk email,Manual,2/10/2026,Sent,Email,
Wood County,Wood,West Virginia,84296,,Email,woodcounty@wvsos.com,County Clerk email,Manual,2/10/2026,Sent,Email,
Parkersburg,Wood,West Virginia,29738,,Email,foia@parkersburgwv.gov,City FOIA email,Manual,2/10/2026,Sent,Email,
De Pere,Brown,Wisconsin,25410,,email,cdanen@deperewi.gov,City Clerk public records: email City Clerk Carey Danen.,Manual,2/10/2026,Sent,Email,
Green Bay,Brown,Wisconsin,107395,,portal,https://www.greenbaywi.gov/FormCenter/Law-4/Public-Records-Request-43,Alt submit: email law@greenbaywi.gov,Manual,2/10/2026,Denied,No Records,
Madison,Dane,Wisconsin,269840,,portal,https://www.cityofmadison.com/dpced/building-inspection,Alt contact: clerk@cityofmadison.com,Scraped,2/10/2026,Fulfilled,R018885-021026,
Sun Prairie,Dane,Wisconsin,35967,,portal,https://sunprairiewi.justfoia.com/publicportal,JustFOIA public portal,Manual,2/10/2026,Fulfilled,reference number is 34-2026.,
Dane County,Dane,Wisconsin,561504,,portal,https://link.countyofdane.com/Records-Request-Form/executive,County public records form,Manual,2/10/2026,Denied,No Records,
Superior,Douglas,Wisconsin,26751,,portal_url,https://superiorwi.justfoia.com/publicportal,City of Superior Public Records Request portal (submit/track requests).,Manual,2/10/2026,Fulfilled,PRR2026-43. Security Key is: 220AA222.,
Eau Claire,Eau Claire,Wisconsin,69421,,portal_url,https://eauclairewi.justfoia.com/publicportal,City of Eau Claire Public Records Request portal (submit/track requests).,Manual,2/10/2026,Fulfilled,PR-2026-60. security key is 056EC064,
Fond du Lac,Fond du Lac,Wisconsin,44678,,portal_url,https://fonddulacwi.justfoia.com/publicportal,City of Fond du Lac Public Records Request portal (submit/track requests).,Manual,2/10/2026,Fulfilled,PRR-2026-19 and your security key is EDC03562.,
Juneau County,Juneau,Wisconsin,26718,,Email,sheriffclerical@juneaucountywi.gov,County Sheriff Records email for records requests,Manual,2/10/2026,Sent,Email,
Kenosha,Kenosha,Wisconsin,99986,,Email,records@kenosha.org,City Clerk & Treasurer public records email,Manual,2/10/2026,Sent,Email,
La Crosse,La Crosse,Wisconsin,52680,,Email,cityclerk@cityoflacrosse.org,City Clerk open records email,Manual,2/10/2026,Sent,Email,
