County,City,State,Population,Status,Submission Method,Contact Value,Notes,Method,Date,Status,Notes,
Armagh,Indiana,Pennsylvania,102,,Email,armaghboro@gmail.com,As listed in Indiana County Township/Borough Secretaries directory; send PA Right-to-Know request to Borough Secretary/Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Blairsville,Indiana,Pennsylvania,3214,,Email,borough@blairsvilleboropa.com,As listed in Indiana County Township/Borough Secretaries directory; send PA Right-to-Know request to Borough Secretary/Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Cherry Tree,Indiana,Pennsylvania,276,,Email,ctreesecretary@gmail.com,As listed in Indiana County Township/Borough Secretaries directory; send PA Right-to-Know request to Borough Secretary/Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Creekside,Indiana,Pennsylvania,288,,Email,creeksideboro@gmail.com,As listed in Indiana County Township/Borough Secretaries directory; send PA Right-to-Know request to Borough Secretary/Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Homer City,Indiana,Pennsylvania,1746,,Email,homerborough@comcast.net,As listed in Indiana County Township/Borough Secretaries directory; send PA Right-to-Know request to Borough Secretary/Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Indiana,Indiana,Pennsylvania,14044,,Email,office@indianaboro.com,Borough administrative office email; send PA Right-to-Know request to Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Punxsutawney,Jefferson,Pennsylvania,5769,,Website,https://www.punxsutawneyboro.com/,boromng@punxsyboro.com,PDF Form,3/3/2026,Sent,PDF + Email,
Reynoldsville,Jefferson,Pennsylvania,2549,,Website,https://www.jeffersoncountypa.gov/departments/municipalities/,office@reynoldsvilleborough.org,PDF Form,3/3/2026,Sent,PDF + Email,
Timblin,Jefferson,Pennsylvania,147,,Website,https://www.timblinboro.org/,timblinboro@gmail.com,PDF Form,3/3/2026,Sent,PDF + Email,
Mifflin,Juniata,Pennsylvania,532,,Website,https://mifflinborough.org/,Use borough site contact/RTK page to reach Borough Secretary/Open Records Officer for PA Right-to-Know request.,Manual,3/3/2026,Sent,CustomPortal,
Port Royal,Juniata,Pennsylvania,807,,Website,https://portroyalborough.org/,Use borough site contact/RTK page to reach Borough Secretary/Open Records Officer for PA Right-to-Know request.,Manual,3/3/2026,Sent,CustomPortal,
Thompsontown,Juniata,Pennsylvania,629,,Website,https://thompsontown.org/,thmboro@gmail.com,PDF Form,3/3/2026,Sent,PDF + Email,
Archbald,Lackawanna,Pennsylvania,6703,,Email,manager@archbaldborough.com,Borough Manager / Open Records contact (Borough email).,PDF Form,3/3/2026,Sent,PDF + Email,
Blakely,Lackawanna,Pennsylvania,6582,,Email,rterpak@blakelyborough.org,Borough Manager / Open Records contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Carbondale,Lackawanna,Pennsylvania,8219,,Email,rtk@cityofcarbondale.org,Right-to-Know email (City of Carbondale).,PDF Form,3/3/2026,Sent,PDF + Email,
Clarks Green,Lackawanna,Pennsylvania,1524,,Email,contact@clarksgreen.info,Borough contact email used for RTK requests.,PDF Form,3/3/2026,Sent,PDF + Email,
Clarks Summit,Lackawanna,Pennsylvania,5071,,Email,manager@clarkssummitboro.org,Borough Manager / Open Records contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Dickson City,Lackawanna,Pennsylvania,5940,,Email,manager@dicksoncityborough.org,Borough Manager / Open Records contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Dunmore,Lackawanna,Pennsylvania,13806,,Email,kmcmahon@dunmorepa.gov,Borough Manager / Open Records contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Glenburn,Lackawanna,Pennsylvania,2015,,Email,secretary@glenburnpa.org,Township Secretary / Open Records contact (Glenburn Township).,PDF Form,3/3/2026,Sent,PDF + Email,
Jessup,Lackawanna,Pennsylvania,4542,,Email,assistant@jessupborough.com,Borough Assistant / Open Records contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Mayfield,Lackawanna,Pennsylvania,1777,,Email,Secretary@mayfieldborough.com,Borough Secretary / Open Records contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Old Forge,Lackawanna,Pennsylvania,8497,,Email,manager@oldforgeborough.com,Borough Manager / Open Records contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Olyphant,Lackawanna,Pennsylvania,5383,,Web,https://olyphantboro.com/site/government/,Borough Web,Manual,3/3/2026,Sent,CustomPortal,
Penn Lake Park,Lackawanna,Pennsylvania,293,,Web,https://pennlakeborough.com/,Borough Web,Manual,3/3/2026,Sent,CustomPortal,
Scranton,Lackawanna,Pennsylvania,76328,,Portal,https://scrantonpa.viewpointcloud.com/categories/1086/record-types/6464,Scranton RTK online request portal (Viewpoint Cloud).,Manual,3/3/2026,Sent,Sent,
Throop,Lackawanna,Pennsylvania,4002,,Portal,https://www.throopboro.com/email-contact/node/126/field_email/directory_listings_body_standard,Borough contact form page used to submit RTK request (email not publicly listed).,Manual,3/3/2026,Sent,CustomPortal,
Lackawanna County,Lackawanna,Pennsylvania,215896,,Portal,https://www.lackawannacounty.org/how_do_i/submit_a_right_to_know_request.php,County Office of Open Records page provides request submission information.,Manual,3/3/2026,Sent,Sent,
Adamstown,Lancaster,Pennsylvania,1934,,PDF Form,https://adamstownborough.org/1439,Email completed form to office@adamstownborough.org.,PDF Form,3/3/2026,Sent,PDF + Email,
Akron,Lancaster,Pennsylvania,4152,,PDF Form,https://www.akron-pa.com/administrative/right-to-know,rtk@akron-pa.com,PDF Form,3/3/2026,Sent,PDF + Email,
Brownstown,Lancaster,Pennsylvania,6865,,Portal,https://www.westearltwp.org/user/351/contact,Brownstown is served by West Earl Township (Township office in Brownstown). Use Township RTK process.,Manual,3/3/2026,Sent,Sent,
Columbia,Lancaster,Pennsylvania,10229,,Email,boroughmanager@columbiapa.net,Borough Manager / Open Records contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Denver,Lancaster,Pennsylvania,3792,,Email,admin@denverboro.net,Borough admin email used for RTK requests.,PDF Form,3/3/2026,Sent,PDF + Email,
East Petersburg,Lancaster,Pennsylvania,4591,,Email,kstrayer@eastpetersburgborough.org,RTK requests may be submitted by email per Borough RTK page.,PDF Form,3/3/2026,Sent,PDF + Email,
Elizabethtown,Lancaster,Pennsylvania,11861,,Email,etownpd@etownpolice.org,Police Department Open Records Officer email (Right-to-Know page).,PDF Form,3/3/2026,Sent,PDF + Email,
Ephrata,Lancaster,Pennsylvania,13794,,Email + PDF,RTK@ephrataboro.org,PDF Link: https://www.ephrataboro.org/DocumentCenter/View/590/RTK-Request-Form-PDF?bidId= Borough RTK page (policy + request instructions).,PDF Form,3/3/2026,Sent,PDF + Email,
Lancaster,Lancaster,Pennsylvania,58713,,Portal,https://city-of-lancaster-pa.nextrequest.com/,City of Lancaster Right-to-Know request portal (NextRequest).,Manual,3/3/2026,Sent,Sent,
Lititz,Lancaster,Pennsylvania,9381,,Email,RightToKnow@LititzPD.org,Lititz Borough Police Department dedicated RTK email.,PDF Form,3/3/2026,Sent,PDF + Email,
Manheim,Lancaster,Pennsylvania,5046,,Email,boroughmanager@manheimboro.org,Per Borough Open Records policy/form PDF.,PDF Form,3/3/2026,Sent,PDF + Email,
Marietta,Lancaster,Pennsylvania,2826,,Email,julie@boroughofmarietta.com,"Marietta Borough staff email found publicly; if bounced, use Borough Office contact page for alternate staff contact.",PDF Form,3/3/2026,Sent,PDF + Email,
Millersville,Lancaster,Pennsylvania,7992,,Email,millersville@millersvilleborough.org,Borough Open Records submissions email.,PDF Form,3/3/2026,Sent,PDF + Email,
Mountville,Lancaster,Pennsylvania,3161,,Email,info@mountvilleborough.com,Borough contact email; RTK request form available on Borough forms page.,PDF Form,3/3/2026,Sent,PDF + Email,
New Holland,Lancaster,Pennsylvania,5743,,Email + PDF,mayor@newhollandborough.org,PDF Link: https://newhollandborough.org/wp-content/uploads/2024/10/RTK-Request-Form-1.pdf. Borough Right-to-Know / Open Records page (use RTK request form).,PDF Form,3/3/2026,Sent,PDF + Email,
Quarryville,Lancaster,Pennsylvania,2843,,Email,office@quarryvilleborough.com,Quarryville Borough Right-To-Know (Open Records) page lists this email for RTK submissions.,PDF Form,3/3/2026,Sent,PDF + Email,
Strasburg,Lancaster,Pennsylvania,3117,,Email,echterns@strasburgboro.org,Strasburg Borough Open Records Officer (Borough Manager) email on RTK page.,PDF Form,3/3/2026,Sent,PDF + Email,
Terre Hill,Lancaster,Pennsylvania,1357,,Email,terrehillborough@dejazzd.com,Terre Hill Borough Open Records Officer email on Office of Open Records (OOR) AORO listing.,PDF Form,3/3/2026,Sent,PDF + Email,
Bessemer,Lawrence,Pennsylvania,1076,,Email,bessemerboro@comcast.net,Bessemer Borough contact email (borough site).,PDF Form,3/3/2026,Sent,PDF + Email,
Ellport,Lawrence,Pennsylvania,1082,,Portal,https://ellportboro.com/,"Use borough site/contact for RTK; if no direct email posted, submit via written RTK form to Borough Office.",Manual,3/3/2026,Sent,Sent,
Ellwood City,Lawrence,Pennsylvania,7642,,Email,kswogger@ellwoodcityborough.com,Borough Manager Kevin Swogger email (listed publicly) â€“ use for RTK/Open Records.,PDF Form,3/3/2026,Sent,PDF + Email,
Enon Valley,Lawrence,Pennsylvania,301,,Email,info@enonvalleyborough.com,Use borough site/contact for RTK (submit written RTK form to Borough Office if email not posted).,PDF Form,3/3/2026,Sent,PDF + Email,
Haysville,Lawrence,Pennsylvania,82,,Email,admin@haysvilleborough.org,Note: Haysville Borough is in Allegheny County (not Lawrence) per PA Open Records listings; verify jurisdiction/county before sending.,PDF Form,3/3/2026,Sent,PDF + Email,
New Beaver,Lawrence,Pennsylvania,1370,,PDF Form,https://newbeaverborough.org/public-disclosures/open-recordsright-to-know-law/,RTK request form PDF; email form to newbeaverborough@verizon.net (per form).,PDF Form,3/3/2026,Sent,PDF + Email,
New Castle,Lawrence,Pennsylvania,22686,,Email,cfrye@newcastlepa.org,City of New Castle Right-to-Know Requests page lists this email.,PDF Form,3/3/2026,Sent,PDF + Email,
New Wilmington,Lawrence,Pennsylvania,2092,,PDF Form,https://nwboro.com/wp-content/uploads/2022/11/Right-to-Know-Law-Request-Form-New-Wilmington-Borough-1.pdf,RTK form PDF; scan signed form and email to nstull@nwboro.com (per form).,PDF Form,3/3/2026,Sent,PDF + Email,
South New Castle,Lawrence,Pennsylvania,647,,Email,info@shenangotwp.com,"South New Castle Borough merged into Shenango Township effective Jan 1, 2026; submit RTK to Shenango Township.",PDF Form,3/3/2026,Sent,PDF + Email,
Volant,Lawrence,Pennsylvania,127,,Email,volantborough@zoominternet.net,Publicly listed Volant Borough email.,PDF Form,3/3/2026,Sent,PDF + Email,
Wampum,Lawrence,Pennsylvania,557,,Email,wampumboro@zoominternet.net,Use borough site/contact for RTK; submit written RTK form to Borough Office if email not posted.,PDF Form,3/3/2026,Sent,PDF + Email,
Cleona,Lebanon,Pennsylvania,2005,,Mail,https://cleonaborough.org/contacts/,Cleona Borough RTK page lists Open Records Officer and mailing address; no email posted.,Manual,3/3/2026,Sent,CustomPortal,
Cornwall,Lebanon,Pennsylvania,4604,,Email,crhoads@cornwall-pa.com,Use borough site/contact for RTK (submit written RTK form to Borough Office).,PDF Form,3/3/2026,Sent,PDF + Email,
Jonestown,Lebanon,Pennsylvania,1629,,Email,boro@jonestownpa.org,Jonestown Borough Right-to-Know page lists this email.,PDF Form,3/3/2026,Sent,PDF + Email,
Myerstown,Lebanon,Pennsylvania,3103,,Email,info@myerstownpa.org,Use borough site/contact for RTK (submit written RTK form to Borough Office).,PDF Form,3/3/2026,Sent,PDF + Email,
Palmyra,Lebanon,Pennsylvania,7830,,Email,borough@palmyraborough.org,Use borough site/contact for RTK (submit written RTK form to Borough Office).,PDF Form,3/3/2026,Sent,PDF + Email,
Richland,Lebanon,Pennsylvania,1490,,Email,richlandborough@comcast.net,Use borough site/contact for RTK (submit written RTK form to Borough Office).,PDF Form,3/3/2026,Sent,Sent,
Lebanon County,Lebanon,Pennsylvania,143257,,Email,openrecords@lebanoncountypa.gov,County Right-to-Know / Open Records Officer email (verify on county RTK page).,Manual,3/3/2026,Sent,Sent,
Allentown,Lehigh,Pennsylvania,124880,,Email,right-to-know@allentownpa.gov,City Right-to-Know page lists this email.,Manual,3/3/2026,Sent,Sent,
Catasauqua,Lehigh,Pennsylvania,6518,,Email + PDF,OpenRecords@Catasauqua.org,PDF Link: https://www.catasauqua.org/wp-content/uploads/2025/08/RTKRequestForm.pdf. Use borough site/contact for RTK (submit written RTK form to Borough Office).,PDF Form,3/3/2026,Sent,PDF + Email,
Coopersburg,Lehigh,Pennsylvania,2386,,Email,mail@coopersburgborough.org,Borough contact email (use for RTK/Open Records; verify RTK officer if required).,PDF Form,3/3/2026,Sent,PDF + Email,
Coplay,Lehigh,Pennsylvania,3348,,Email + PDF,tbenson@coplayborough.org,PDF Link: https://www.coplayborough.org/forms/rtkform.pdf. Use borough site/contact for RTK (submit written RTK form to Borough Office).,PDF Form,3/3/2026,Sent,PDF + Email,
Emmaus,Lehigh,Pennsylvania,11652,,Email,emmaus@emmauspa.gov,Use borough site/contact for RTK (submit written RTK form to Borough Office).,PDF Form,3/3/2026,Sent,PDF + Email,
Fountain Hill,Lehigh,Pennsylvania,4832,,Portal,https://www.fountainhill.org/contact-us/,Use borough site/contact for RTK (submit written RTK form to Borough Office).,Manual,3/3/2026,Sent,Sent,
Macungie,Lehigh,Pennsylvania,3074,,pdf_form,https://www.macungie.pa.us/righttoknow.html,rtk@macungie.pa.us,PDF Form,3/3/2026,Sent,PDF + Email,
Lehigh County,Lehigh,Pennsylvania,374557,,email,OpenRecords@lehighcounty.org,"Lehigh County Right-to-Know page lists Open Records Officer email; if page blocks access, use email above.",Manual,3/3/2026,Sent,Sent,
Ashley,Luzerne,Pennsylvania,2588,,email,ashleyboroughoffice@gmail.com,Ashley Borough open records request forms can be emailed to this address (per Borough documents page).,PDF Form,3/3/2026,Sent,PDF + Email,
Dallas,Luzerne,Pennsylvania,2692,,pdf_form,https://dallasborough.org/administration/open-records/,Dallas Borough open records page provides RTK request PDF + Open Records Officer contact details.,Manual,3/3/2026,Sent,CustomPortal,
Kingston,Luzerne,Pennsylvania,13222,,email,kingston@kingstonpa.org,Kingston Borough contact email; site lists Municipal Secretary as Right-to-Know Officer (RTK form on site).,PDF Form,3/3/2026,Sent,PDF + Email,
Pittston,Luzerne,Pennsylvania,7591,,portal,https://www.pittstoncity.gov/about-pittston-city/page/standard-right-know-request,City of Pittston accepts electronically submitted RTK requests via its online form (and by U.S. Mail).,Manual,3/3/2026,Sent,CustomPortal,
Plymouth,Luzerne,Pennsylvania,5763,,email,plymouthborough@comcast.net,Plymouth Borough RTK page lists Right-to-Know Officer email for submissions.,Manual,3/3/2026,Sent,PDF + Email,
Swoyersville,Luzerne,Pennsylvania,4935,,email,swoyboromgr@swoyersvillepa.us,Borough Manager contact email (Borough Manager is designated RTK officer per borough code/site).,Manual,3/3/2026,Sent,PDF + Email,
West Hazleton,Luzerne,Pennsylvania,4557,,email,whboromgr@ptd.net,West Hazleton Borough Manager (Jim Schweitzer) contact email; Borough site open records page appoints him as Open Records Officer.,Manual,3/3/2026,Sent,PDF + Email,
West Pittston,Luzerne,Pennsylvania,4644,,email,manager@westpittstonborough.com,West Pittston Borough Right-to-Know page lists Borough Manager as RTK officer with this email.,Manual,3/3/2026,Sent,PDF + Email,
White Haven,Luzerne,Pennsylvania,1118,,email,whborough@whboro.org,White Haven Borough Council/Administration page lists borough email; Borough Manager is RTK officer.,Manual,3/3/2026,Sent,PDF + Email,
Wilkes-Barre,Luzerne,Pennsylvania,44328,,email,RTK@wilkes-barre.pa.us,Wilkes-Barre Open Records page: submit completed RTK form via email/fax/mail/in-person; email shown as RTK@wilkes-barre.pa.us.,Manual,3/3/2026,Sent,Sent,
Luzerne County,Luzerne,Pennsylvania,325594,,pdf_form,https://www.luzernecounty.org/1001/Submit-a-Right-To-Know-Request,County RTK page provides county RTK request form PDF and directs submission to appropriate Open Records Officers.,Manual,3/3/2026,Sent,Sent,
Duboistown,Lycoming,Pennsylvania,1205,,city_clerk_email,abaker@duboistownborough.org,Right-to-Know Officer email on Borough RTK policy page,PDF Form,3/3/2026,Sent,PDF + Email,
Hughesville,Lycoming,Pennsylvania,2145,,city_clerk_email,Hughesborosec@comcast.net,Borough Secretary email,PDF Form,3/3/2026,Sent,PDF + Email,
Jersey Shore,Lycoming,Pennsylvania,4364,,city_clerk_email,programco@jerseyshoreboro.org,Borough contact email,PDF Form,3/3/2026,Sent,PDF + Email,
Montgomery,Lycoming,Pennsylvania,1582,,city_clerk_email,donnajmiller1@comcast.net,Borough contact email,PDF Form,3/3/2026,Sent,PDF + Email,
Montoursville,Lycoming,Pennsylvania,4627,,public_records_email,dtaggart@montoursvilleborough.org,Open Records Officer email,PDF Form,3/3/2026,Sent,PDF + Email,
Muncy,Lycoming,Pennsylvania,2479,,city_clerk_email,boromanager@muncyboro.org,Borough contact email,PDF Form,3/3/2026,Sent,PDF + Email,
Muncy Creek,Lycoming,Pennsylvania,3523,,city_clerk_email,secretary@muncycreektwp.org,Township email not publicly listed,,,,PDF + Email,
Picture Rocks,Lycoming,Pennsylvania,678,,city_clerk_email,picturerocksborough@comcast.net,Borough contact email,,,,PDF + Email,
South Williamsport,Lycoming,Pennsylvania,6394,,city_clerk_email,invoices@southwilliamsport.net,Borough contact email,,,,PDF + Email,
Williamsport,Lycoming,Pennsylvania,29497,,portal_url,https://cityofwilliamsportpa.nextrequest.com/,Direct NextRequest portal,Manual,,,Sent,
Bradford,McKean,Pennsylvania,8683,,pdf_form,https://www.bradfordpa.com/forms/right_to_know_law_request_form.pdf,Send to e.taylor@bradfordpa.com,,,,PDF + Email,
